Destination,Type,Budget (INR),Duration (days),Rating,Climate,Popularity,Best Season,Latitude,Longitude,Best Food to Try,Best Mode of Transportation
Ranthambore,Wildlife,19440,3,4.0,Hot,Low,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Goa,Beach,20967,3,4.3,Tropical,Medium,November-February,15.2993,74.124,Unknown,Unknown
Mysore,Cultural,11064,2,4.7,Moderate,High,October-February,12.2958,76.6394,Unknown,Unknown
Mysore,Cultural,10488,2,4.7,Moderate,High,October-February,12.2958,76.6394,Unknown,Unknown
Ladakh,Adventure,31880,7,4.4,Cold,Medium,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Rishikesh,Adventure,13588,5,4.5,Moderate,High,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Jaipur,Historical,11565,4,4.3,Arid,Medium,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Darjeeling,Hill Station,19331,3,4.1,Cool,Low,March-May,27.036,88.2627,Unknown,Unknown
Manali,Hill Station,17618,4,4.6,Cold,High,March-June,32.2396,77.1887,Unknown,Unknown
Darjeeling,Hill Station,18019,3,4.2,Cool,Medium,March-May,27.036,88.2627,Unknown,Unknown
Jaipur,Historical,12329,2,4.9,Arid,High,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Shimla,Hill Station,18929,3,4.6,Cold,High,March-June,31.1048,77.1734,Unknown,Unknown
Darjeeling,Hill Station,18602,5,4.4,Cool,Medium,March-May,27.036,88.2627,Unknown,Unknown
Manali,Hill Station,15756,5,4.6,Cold,Low,March-June,32.2396,77.1887,Unknown,Unknown
Munnar,Hill Station,17422,3,4.3,Cool,Medium,October-May,10.0889,77.0595,Unknown,Unknown
Goa,Beach,18345,3,4.7,Tropical,High,November-February,15.2993,74.124,Unknown,Unknown
Ladakh,Adventure,31333,5,4.4,Cold,Low,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Andaman,Beach,26893,4,4.5,Tropical,Low,November-May,11.7401,92.6586,Unknown,Unknown
Munnar,Hill Station,14339,2,4.0,Cool,Low,October-May,10.0889,77.0595,Unknown,Unknown
Ooty,Hill Station,14519,2,4.8,Cool,Medium,October-June,11.4064,76.6932,Unknown,Unknown
Udaipur,Historical,14156,2,4.9,Hot,High,September-March,24.5854,73.7125,Unknown,Unknown
Andaman,Beach,25787,6,4.2,Tropical,High,November-May,11.7401,92.6586,Unknown,Unknown
Ladakh,Adventure,31055,5,4.2,Cold,Low,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Goa,Beach,21298,3,4.6,Tropical,High,November-February,15.2993,74.124,Unknown,Unknown
Ladakh,Adventure,30665,5,4.1,Cold,High,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Ooty,Hill Station,14500,4,4.4,Cool,Low,October-June,11.4064,76.6932,Unknown,Unknown
Munnar,Hill Station,17426,4,4.3,Cool,High,October-May,10.0889,77.0595,Unknown,Unknown
Mysore,Cultural,12466,3,4.4,Moderate,Medium,October-February,12.2958,76.6394,Unknown,Unknown
Manali,Hill Station,15641,5,4.9,Cold,High,March-June,32.2396,77.1887,Unknown,Unknown
Andaman,Beach,27937,6,4.5,Tropical,Medium,November-May,11.7401,92.6586,Unknown,Unknown
Kaziranga,Wildlife,18649,3,4.9,Humid,Medium,November-April,26.5775,93.1711,Unknown,Unknown
Ranthambore,Wildlife,18636,2,4.3,Hot,Low,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Kaziranga,Wildlife,18697,4,4.6,Humid,High,November-April,26.5775,93.1711,Unknown,Unknown
Udaipur,Historical,16576,4,4.5,Hot,Medium,September-March,24.5854,73.7125,Unknown,Unknown
Goa,Beach,19954,4,4.8,Tropical,Medium,November-February,15.2993,74.124,Unknown,Unknown
Manali,Hill Station,17891,5,4.9,Cold,Low,March-June,32.2396,77.1887,Unknown,Unknown
Ranthambore,Wildlife,18119,2,4.4,Hot,Medium,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Ladakh,Adventure,29288,5,4.8,Cold,Medium,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Manali,Hill Station,13371,5,4.6,Cold,Medium,March-June,32.2396,77.1887,Unknown,Unknown
Munnar,Hill Station,18501,2,4.6,Cool,Medium,October-May,10.0889,77.0595,Unknown,Unknown
Ooty,Hill Station,13972,3,4.7,Cool,High,October-June,11.4064,76.6932,Unknown,Unknown
Hampi,Heritage,11052,4,4.3,Hot & Dry,High,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Andaman,Beach,25422,5,4.1,Tropical,High,November-May,11.7401,92.6586,Unknown,Unknown
Jaipur,Historical,12120,4,4.6,Arid,High,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Kaziranga,Wildlife,18484,5,4.7,Humid,High,November-April,26.5775,93.1711,Unknown,Unknown
Rishikesh,Adventure,10591,5,4.4,Moderate,High,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Ooty,Hill Station,12071,4,4.3,Cool,Medium,October-June,11.4064,76.6932,Unknown,Unknown
Ooty,Hill Station,14335,3,4.9,Cool,High,October-June,11.4064,76.6932,Unknown,Unknown
Udaipur,Historical,13532,2,4.1,Hot,Medium,September-March,24.5854,73.7125,Unknown,Unknown
Manali,Hill Station,17742,5,4.4,Cold,Low,March-June,32.2396,77.1887,Unknown,Unknown
Udaipur,Historical,12853,3,4.3,Hot,High,September-March,24.5854,73.7125,Unknown,Unknown
Ooty,Hill Station,13572,3,4.1,Cool,Medium,October-June,11.4064,76.6932,Unknown,Unknown
Andaman,Beach,25332,4,4.8,Tropical,Medium,November-May,11.7401,92.6586,Unknown,Unknown
Kaziranga,Wildlife,17481,3,4.8,Humid,High,November-April,26.5775,93.1711,Unknown,Unknown
Shimla,Hill Station,18359,3,4.2,Cold,Medium,March-June,31.1048,77.1734,Unknown,Unknown
Shimla,Hill Station,18777,4,4.3,Cold,High,March-June,31.1048,77.1734,Unknown,Unknown
Shimla,Hill Station,18304,3,4.1,Cold,High,March-June,31.1048,77.1734,Unknown,Unknown
Goa,Beach,21874,5,4.6,Tropical,High,November-February,15.2993,74.124,Unknown,Unknown
Udaipur,Historical,15145,3,4.5,Hot,Low,September-March,24.5854,73.7125,Unknown,Unknown
Darjeeling,Hill Station,19708,5,4.5,Cool,High,March-May,27.036,88.2627,Unknown,Unknown
Kaziranga,Wildlife,16610,5,4.5,Humid,Low,November-April,26.5775,93.1711,Unknown,Unknown
Ranthambore,Wildlife,22571,2,4.7,Hot,High,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Darjeeling,Hill Station,19725,4,4.7,Cool,High,March-May,27.036,88.2627,Unknown,Unknown
Andaman,Beach,27016,4,4.0,Tropical,Medium,November-May,11.7401,92.6586,Unknown,Unknown
Munnar,Hill Station,15812,2,4.8,Cool,High,October-May,10.0889,77.0595,Unknown,Unknown
Munnar,Hill Station,18181,2,4.2,Cool,High,October-May,10.0889,77.0595,Unknown,Unknown
Darjeeling,Hill Station,16038,3,4.4,Cool,Medium,March-May,27.036,88.2627,Unknown,Unknown
Ladakh,Adventure,28163,6,4.6,Cold,High,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Kaziranga,Wildlife,18002,4,4.3,Humid,Low,November-April,26.5775,93.1711,Unknown,Unknown
Kaziranga,Wildlife,20203,3,4.4,Humid,Low,November-April,26.5775,93.1711,Unknown,Unknown
Ladakh,Adventure,30265,6,4.7,Cold,Medium,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Ooty,Hill Station,14285,2,4.2,Cool,Low,October-June,11.4064,76.6932,Unknown,Unknown
Goa,Beach,18136,3,4.5,Tropical,High,November-February,15.2993,74.124,Unknown,Unknown
Andaman,Beach,24519,4,4.8,Tropical,Low,November-May,11.7401,92.6586,Unknown,Unknown
Mysore,Cultural,8849,2,4.1,Moderate,High,October-February,12.2958,76.6394,Unknown,Unknown
Mysore,Cultural,12778,2,4.8,Moderate,Low,October-February,12.2958,76.6394,Unknown,Unknown
Mysore,Cultural,8956,3,4.0,Moderate,Low,October-February,12.2958,76.6394,Unknown,Unknown
Manali,Hill Station,14442,6,4.2,Cold,Low,March-June,32.2396,77.1887,Unknown,Unknown
Darjeeling,Hill Station,16393,5,4.2,Cool,Medium,March-May,27.036,88.2627,Unknown,Unknown
Jaipur,Historical,10484,2,4.2,Arid,High,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Munnar,Hill Station,14043,3,4.9,Cool,Low,October-May,10.0889,77.0595,Unknown,Unknown
Goa,Beach,22429,4,4.6,Tropical,High,November-February,15.2993,74.124,Unknown,Unknown
Manali,Hill Station,16074,4,4.6,Cold,Medium,March-June,32.2396,77.1887,Unknown,Unknown
Jaipur,Historical,13690,3,4.6,Arid,Medium,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Darjeeling,Hill Station,18928,3,4.6,Cool,Low,March-May,27.036,88.2627,Unknown,Unknown
Darjeeling,Hill Station,19835,4,4.8,Cool,High,March-May,27.036,88.2627,Unknown,Unknown
Ranthambore,Wildlife,19109,4,4.0,Hot,Medium,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Kaziranga,Wildlife,20172,5,4.0,Humid,Medium,November-April,26.5775,93.1711,Unknown,Unknown
Goa,Beach,19294,5,4.6,Tropical,Medium,November-February,15.2993,74.124,Unknown,Unknown
Darjeeling,Hill Station,16585,5,4.7,Cool,High,March-May,27.036,88.2627,Unknown,Unknown
Manali,Hill Station,16623,6,4.2,Cold,Low,March-June,32.2396,77.1887,Unknown,Unknown
Rishikesh,Adventure,10954,5,4.0,Moderate,Medium,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Andaman,Beach,23744,4,4.7,Tropical,High,November-May,11.7401,92.6586,Unknown,Unknown
Udaipur,Historical,13768,3,4.2,Hot,Medium,September-March,24.5854,73.7125,Unknown,Unknown
Ooty,Hill Station,13220,4,4.3,Cool,High,October-June,11.4064,76.6932,Unknown,Unknown
Darjeeling,Hill Station,15270,4,4.4,Cool,High,March-May,27.036,88.2627,Unknown,Unknown
Andaman,Beach,24320,5,4.1,Tropical,Low,November-May,11.7401,92.6586,Unknown,Unknown
Goa,Beach,22774,4,4.1,Tropical,High,November-February,15.2993,74.124,Unknown,Unknown
Andaman,Beach,27780,6,4.9,Tropical,Low,November-May,11.7401,92.6586,Unknown,Unknown
Munnar,Hill Station,16586,2,4.7,Cool,Medium,October-May,10.0889,77.0595,Unknown,Unknown
Rishikesh,Adventure,10415,3,4.6,Moderate,High,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Shimla,Hill Station,16005,3,4.3,Cold,Low,March-June,31.1048,77.1734,Unknown,Unknown
Jaipur,Historical,11244,3,4.8,Arid,Low,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Ooty,Hill Station,13604,3,4.4,Cool,Medium,October-June,11.4064,76.6932,Unknown,Unknown
Jaipur,Historical,14981,2,4.1,Arid,Medium,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Kaziranga,Wildlife,16805,5,4.2,Humid,Medium,November-April,26.5775,93.1711,Unknown,Unknown
Kaziranga,Wildlife,17552,5,4.2,Humid,High,November-April,26.5775,93.1711,Unknown,Unknown
Ladakh,Adventure,31921,5,4.1,Cold,Medium,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Munnar,Hill Station,15574,2,4.3,Cool,Medium,October-May,10.0889,77.0595,Unknown,Unknown
Rishikesh,Adventure,10425,5,4.7,Moderate,Low,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Shimla,Hill Station,17951,4,4.6,Cold,High,March-June,31.1048,77.1734,Unknown,Unknown
Rishikesh,Adventure,12448,3,4.9,Moderate,High,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Kaziranga,Wildlife,16650,4,4.3,Humid,Medium,November-April,26.5775,93.1711,Unknown,Unknown
Goa,Beach,21860,5,4.7,Tropical,Low,November-February,15.2993,74.124,Unknown,Unknown
Jaipur,Historical,13394,3,4.1,Arid,Medium,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Manali,Hill Station,13497,4,4.3,Cold,High,March-June,32.2396,77.1887,Unknown,Unknown
Ladakh,Adventure,31092,7,4.0,Cold,Low,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Andaman,Beach,23565,6,4.6,Tropical,Low,November-May,11.7401,92.6586,Unknown,Unknown
Udaipur,Historical,16019,3,4.5,Hot,Medium,September-March,24.5854,73.7125,Unknown,Unknown
Rishikesh,Adventure,12208,4,4.4,Moderate,Low,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Andaman,Beach,25378,4,4.3,Tropical,Low,November-May,11.7401,92.6586,Unknown,Unknown
Hampi,Heritage,11433,2,4.3,Hot & Dry,Low,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Shimla,Hill Station,17098,4,4.4,Cold,High,March-June,31.1048,77.1734,Unknown,Unknown
Darjeeling,Hill Station,16581,3,4.3,Cool,Low,March-May,27.036,88.2627,Unknown,Unknown
Manali,Hill Station,16097,4,4.2,Cold,Low,March-June,32.2396,77.1887,Unknown,Unknown
Mysore,Cultural,10402,3,4.8,Moderate,Low,October-February,12.2958,76.6394,Unknown,Unknown
Andaman,Beach,24116,5,4.6,Tropical,Low,November-May,11.7401,92.6586,Unknown,Unknown
Ranthambore,Wildlife,20159,2,4.5,Hot,High,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Goa,Beach,19218,4,4.4,Tropical,Low,November-February,15.2993,74.124,Unknown,Unknown
Hampi,Heritage,11326,3,4.3,Hot & Dry,Low,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Jaipur,Historical,13315,2,4.5,Arid,Medium,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Ooty,Hill Station,16888,4,4.8,Cool,Medium,October-June,11.4064,76.6932,Unknown,Unknown
Darjeeling,Hill Station,17306,5,4.7,Cool,High,March-May,27.036,88.2627,Unknown,Unknown
Udaipur,Historical,13682,4,4.1,Hot,High,September-March,24.5854,73.7125,Unknown,Unknown
Goa,Beach,20003,3,4.8,Tropical,Medium,November-February,15.2993,74.124,Unknown,Unknown
Munnar,Hill Station,14212,4,4.4,Cool,Medium,October-May,10.0889,77.0595,Unknown,Unknown
Udaipur,Historical,16535,4,4.9,Hot,Low,September-March,24.5854,73.7125,Unknown,Unknown
Jaipur,Historical,13938,2,4.2,Arid,Low,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Ladakh,Adventure,29911,7,4.0,Cold,Medium,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Shimla,Hill Station,17736,5,4.6,Cold,Medium,March-June,31.1048,77.1734,Unknown,Unknown
Manali,Hill Station,16090,6,4.7,Cold,Medium,March-June,32.2396,77.1887,Unknown,Unknown
Kaziranga,Wildlife,16135,5,4.6,Humid,Low,November-April,26.5775,93.1711,Unknown,Unknown
Shimla,Hill Station,15897,4,4.6,Cold,High,March-June,31.1048,77.1734,Unknown,Unknown
Manali,Hill Station,17681,5,4.7,Cold,Medium,March-June,32.2396,77.1887,Unknown,Unknown
Goa,Beach,20179,4,4.8,Tropical,High,November-February,15.2993,74.124,Unknown,Unknown
Darjeeling,Hill Station,19376,5,4.7,Cool,Low,March-May,27.036,88.2627,Unknown,Unknown
Manali,Hill Station,13569,4,4.3,Cold,High,March-June,32.2396,77.1887,Unknown,Unknown
Udaipur,Historical,16480,4,4.1,Hot,High,September-March,24.5854,73.7125,Unknown,Unknown
Andaman,Beach,23692,4,4.5,Tropical,Low,November-May,11.7401,92.6586,Unknown,Unknown
Munnar,Hill Station,18417,2,4.4,Cool,Medium,October-May,10.0889,77.0595,Unknown,Unknown
Ooty,Hill Station,14035,3,4.4,Cool,Low,October-June,11.4064,76.6932,Unknown,Unknown
Andaman,Beach,23421,6,4.2,Tropical,High,November-May,11.7401,92.6586,Unknown,Unknown
Munnar,Hill Station,15002,3,4.8,Cool,Medium,October-May,10.0889,77.0595,Unknown,Unknown
Darjeeling,Hill Station,17908,3,4.1,Cool,Low,March-May,27.036,88.2627,Unknown,Unknown
Andaman,Beach,27991,5,4.0,Tropical,Medium,November-May,11.7401,92.6586,Unknown,Unknown
Goa,Beach,18517,3,4.3,Tropical,Medium,November-February,15.2993,74.124,Unknown,Unknown
Jaipur,Historical,12779,2,4.4,Arid,High,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Goa,Beach,22699,4,4.1,Tropical,Low,November-February,15.2993,74.124,Unknown,Unknown
Rishikesh,Adventure,14162,3,4.2,Moderate,Low,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Udaipur,Historical,15757,2,4.6,Hot,Low,September-March,24.5854,73.7125,Unknown,Unknown
Munnar,Hill Station,18607,3,4.7,Cool,Low,October-May,10.0889,77.0595,Unknown,Unknown
Ladakh,Adventure,30830,7,4.4,Cold,High,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Ooty,Hill Station,15435,2,4.1,Cool,Low,October-June,11.4064,76.6932,Unknown,Unknown
Andaman,Beach,26898,5,4.4,Tropical,High,November-May,11.7401,92.6586,Unknown,Unknown
Manali,Hill Station,17259,5,4.1,Cold,Medium,March-June,32.2396,77.1887,Unknown,Unknown
Manali,Hill Station,15526,6,4.3,Cold,Low,March-June,32.2396,77.1887,Unknown,Unknown
Shimla,Hill Station,17453,3,4.2,Cold,Low,March-June,31.1048,77.1734,Unknown,Unknown
Goa,Beach,20480,3,4.6,Tropical,Medium,November-February,15.2993,74.124,Unknown,Unknown
Ranthambore,Wildlife,20433,3,4.0,Hot,High,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Andaman,Beach,25850,6,4.7,Tropical,Low,November-May,11.7401,92.6586,Unknown,Unknown
Kaziranga,Wildlife,18381,4,4.5,Humid,High,November-April,26.5775,93.1711,Unknown,Unknown
Darjeeling,Hill Station,17701,4,4.4,Cool,High,March-May,27.036,88.2627,Unknown,Unknown
Darjeeling,Hill Station,17682,5,4.8,Cool,High,March-May,27.036,88.2627,Unknown,Unknown
Ladakh,Adventure,30900,7,4.8,Cold,Low,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Andaman,Beach,27721,5,4.7,Tropical,Medium,November-May,11.7401,92.6586,Unknown,Unknown
Shimla,Hill Station,16542,4,4.6,Cold,Medium,March-June,31.1048,77.1734,Unknown,Unknown
Mysore,Cultural,8045,2,4.8,Moderate,Low,October-February,12.2958,76.6394,Unknown,Unknown
Goa,Beach,22720,5,4.8,Tropical,Low,November-February,15.2993,74.124,Unknown,Unknown
Manali,Hill Station,13675,6,4.3,Cold,Low,March-June,32.2396,77.1887,Unknown,Unknown
Hampi,Heritage,12819,2,4.4,Hot & Dry,Low,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Manali,Hill Station,16092,4,4.1,Cold,Medium,March-June,32.2396,77.1887,Unknown,Unknown
Andaman,Beach,23117,5,4.3,Tropical,High,November-May,11.7401,92.6586,Unknown,Unknown
Ranthambore,Wildlife,22714,2,4.5,Hot,Medium,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Jaipur,Historical,13635,4,4.4,Arid,High,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Jaipur,Historical,10196,4,4.2,Arid,Low,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Jaipur,Historical,10326,2,4.4,Arid,High,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Hampi,Heritage,15906,2,4.9,Hot & Dry,Medium,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Mysore,Cultural,11867,2,4.6,Moderate,Low,October-February,12.2958,76.6394,Unknown,Unknown
Darjeeling,Hill Station,17655,5,4.4,Cool,High,March-May,27.036,88.2627,Unknown,Unknown
Munnar,Hill Station,18505,3,4.8,Cool,Low,October-May,10.0889,77.0595,Unknown,Unknown
Ranthambore,Wildlife,21044,4,4.9,Hot,Medium,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Mysore,Cultural,8947,3,4.3,Moderate,Low,October-February,12.2958,76.6394,Unknown,Unknown
Hampi,Heritage,14853,3,4.5,Hot & Dry,High,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Andaman,Beach,25742,5,4.3,Tropical,Medium,November-May,11.7401,92.6586,Unknown,Unknown
Manali,Hill Station,17968,6,4.5,Cold,Low,March-June,32.2396,77.1887,Unknown,Unknown
Ranthambore,Wildlife,18550,2,4.4,Hot,Low,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Kaziranga,Wildlife,17941,3,4.6,Humid,Medium,November-April,26.5775,93.1711,Unknown,Unknown
Munnar,Hill Station,18190,4,4.1,Cool,Low,October-May,10.0889,77.0595,Unknown,Unknown
Goa,Beach,22917,4,4.4,Tropical,Medium,November-February,15.2993,74.124,Unknown,Unknown
Munnar,Hill Station,17352,2,4.2,Cool,Low,October-May,10.0889,77.0595,Unknown,Unknown
Munnar,Hill Station,16770,2,4.7,Cool,Low,October-May,10.0889,77.0595,Unknown,Unknown
Udaipur,Historical,15683,2,4.8,Hot,Low,September-March,24.5854,73.7125,Unknown,Unknown
Mysore,Cultural,11356,2,4.2,Moderate,Low,October-February,12.2958,76.6394,Unknown,Unknown
Manali,Hill Station,14203,5,4.8,Cold,High,March-June,32.2396,77.1887,Unknown,Unknown
Manali,Hill Station,17392,6,4.0,Cold,Medium,March-June,32.2396,77.1887,Unknown,Unknown
Hampi,Heritage,15745,3,4.1,Hot & Dry,Medium,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Andaman,Beach,24154,6,4.2,Tropical,Medium,November-May,11.7401,92.6586,Unknown,Unknown
Jaipur,Historical,14112,3,4.3,Arid,Medium,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Jaipur,Historical,13675,4,4.4,Arid,High,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Kaziranga,Wildlife,17398,3,4.9,Humid,Low,November-April,26.5775,93.1711,Unknown,Unknown
Darjeeling,Hill Station,19426,4,4.8,Cool,Low,March-May,27.036,88.2627,Unknown,Unknown
Munnar,Hill Station,15691,4,4.2,Cool,High,October-May,10.0889,77.0595,Unknown,Unknown
Darjeeling,Hill Station,16833,4,4.8,Cool,High,March-May,27.036,88.2627,Unknown,Unknown
Munnar,Hill Station,14464,2,4.6,Cool,Medium,October-May,10.0889,77.0595,Unknown,Unknown
Darjeeling,Hill Station,19859,5,4.8,Cool,Low,March-May,27.036,88.2627,Unknown,Unknown
Rishikesh,Adventure,13766,4,4.2,Moderate,Medium,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Goa,Beach,18739,4,4.7,Tropical,Low,November-February,15.2993,74.124,Unknown,Unknown
Ladakh,Adventure,29421,5,4.8,Cold,Low,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Andaman,Beach,27879,4,4.3,Tropical,High,November-May,11.7401,92.6586,Unknown,Unknown
Darjeeling,Hill Station,16976,5,4.0,Cool,Low,March-May,27.036,88.2627,Unknown,Unknown
Jaipur,Historical,12059,4,4.0,Arid,Medium,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Manali,Hill Station,17537,6,4.7,Cold,Medium,March-June,32.2396,77.1887,Unknown,Unknown
Mysore,Cultural,10953,3,4.8,Moderate,High,October-February,12.2958,76.6394,Unknown,Unknown
Kaziranga,Wildlife,19441,5,4.8,Humid,Medium,November-April,26.5775,93.1711,Unknown,Unknown
Ooty,Hill Station,14245,2,4.1,Cool,Low,October-June,11.4064,76.6932,Unknown,Unknown
Ooty,Hill Station,13639,4,4.2,Cool,Medium,October-June,11.4064,76.6932,Unknown,Unknown
Udaipur,Historical,13327,4,4.9,Hot,High,September-March,24.5854,73.7125,Unknown,Unknown
Jaipur,Historical,10295,2,4.2,Arid,High,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Rishikesh,Adventure,13471,3,4.2,Moderate,Low,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Hampi,Heritage,12122,4,4.4,Hot & Dry,High,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Ooty,Hill Station,14732,3,4.1,Cool,Low,October-June,11.4064,76.6932,Unknown,Unknown
Manali,Hill Station,15252,6,4.6,Cold,Medium,March-June,32.2396,77.1887,Unknown,Unknown
Ladakh,Adventure,28950,7,4.7,Cold,High,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Mysore,Cultural,11669,2,4.3,Moderate,High,October-February,12.2958,76.6394,Unknown,Unknown
